localidade,serie,nome,id,populacao,latitude,longitude
"{'id': '1100015', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': ""Alta Floresta D'Oeste - RO""}",{'2021': '22516'},Alta Floresta D'Oeste - RO,1100015,22516,-12.47013227818517,-62.27466099603161
"{'id': '1100023', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Ariquemes - RO'}",{'2021': '111148'},Ariquemes - RO,1100023,111148,-9.951890006604936,-62.957255222993844
"{'id': '1100031', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Cabixi - RO'}",{'2021': '5067'},Cabixi - RO,1100031,5067,-13.474878553376353,-60.63980722013748
"{'id': '1100049', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Cacoal - RO'}",{'2021': '86416'},Cacoal - RO,1100049,86416,-11.301287363290804,-61.3247287380724
"{'id': '1100056', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Cerejeiras - RO'}",{'2021': '16088'},Cerejeiras - RO,1100056,16088,-13.203561612721657,-61.260949557620656
"{'id': '1100064', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Colorado do Oeste - RO'}",{'2021': '15213'},Colorado do Oeste - RO,1100064,15213,-13.159153106782568,-60.55024441122719
"{'id': '1100072', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Corumbiara - RO'}",{'2021': '7052'},Corumbiara - RO,1100072,7052,-12.926629419624062,-61.09164645723336
"{'id': '1100080', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Costa Marques - RO'}",{'2021': '19255'},Costa Marques - RO,1100080,19255,-12.14725010240025,-64.05877174324931
"{'id': '1100098', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': ""Espigão D'Oeste - RO""}",{'2021': '33009'},Espigão D'Oeste - RO,1100098,33009,-11.351342109107142,-60.78483064733634
"{'id': '1100106', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Guajará-Mirim - RO'}",{'2021': '46930'},Guajará-Mirim - RO,1100106,46930,-11.305636314199617,-64.53755690253571
"{'id': '1100114', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Jaru - RO'}",{'2021': '51469'},Jaru - RO,1100114,51469,-10.592448063981317,-62.58486557944692
"{'id': '1100122', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Ji-Paraná - RO'}",{'2021': '131026'},Ji-Paraná - RO,1100122,131026,-10.4622205323863,-61.757252672701725
"{'id': '1100130', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': ""Machadinho D'Oeste - RO""}",{'2021': '41724'},Machadinho D'Oeste - RO,1100130,41724,-9.204091497678762,-62.01037965123399
"{'id': '1100148', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': ""Nova Brasilândia D'Oeste - RO""}",{'2021': '20504'},Nova Brasilândia D'Oeste - RO,1100148,20504,-11.643119014384837,-62.280237925345496
"{'id': '1100155', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Ouro Preto do Oeste - RO'}",{'2021': '35445'},Ouro Preto do Oeste - RO,1100155,35445,-10.610553002362328,-62.17253237869172
"{'id': '1100189', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Pimenta Bueno - RO'}",{'2021': '37098'},Pimenta Bueno - RO,1100189,37098,-11.89446661983039,-60.8303966675937
"{'id': '1100205', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Porto Velho - RO'}",{'2021': '548952'},Porto Velho - RO,1100205,548952,-9.153592826551979,-64.30681433326818
"{'id': '1100254', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Presidente Médici - RO'}",{'2021': '18165'},Presidente Médici - RO,1100254,18165,-11.166273968785362,-61.87795281636769
"{'id': '1100262', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Rio Crespo - RO'}",{'2021': '3843'},Rio Crespo - RO,1100262,3843,-9.645211562790422,-62.79007448468088
"{'id': '1100288', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Rolim de Moura - RO'}",{'2021': '55748'},Rolim de Moura - RO,1100288,55748,-11.732557735780821,-61.77155552903854
"{'id': '1100296', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': ""Santa Luzia D'Oeste - RO""}",{'2021': '5942'},Santa Luzia D'Oeste - RO,1100296,5942,-12.02696778829553,-61.70109060215897
"{'id': '1100304', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Vilhena - RO'}",{'2021': '104517'},Vilhena - RO,1100304,104517,-12.095621890538178,-60.248420480522306
"{'id': '1100320', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'São Miguel do Guaporé - RO'}",{'2021': '23147'},São Miguel do Guaporé - RO,1100320,23147,-11.614968866833117,-62.98324825026293
"{'id': '1100338', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Nova Mamoré - RO'}",{'2021': '32184'},Nova Mamoré - RO,1100338,32184,-10.382167457794376,-64.62909952353108
"{'id': '1100346', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': ""Alvorada D'Oeste - RO""}",{'2021': '13807'},Alvorada D'Oeste - RO,1100346,13807,-11.3114209655767,-62.544992237037846
"{'id': '1100379', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Alto Alegre dos Parecis - RO'}",{'2021': '13268'},Alto Alegre dos Parecis - RO,1100379,13268,-12.593736082130919,-61.88080742435937
"{'id': '1100403', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Alto Paraíso - RO'}",{'2021': '22258'},Alto Paraíso - RO,1100403,22258,-9.649310303810832,-63.39432225066334
"{'id': '1100452', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Buritis - RO'}",{'2021': '41043'},Buritis - RO,1100452,41043,-10.052115295145292,-63.94116273159337
"{'id': '1100502', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Novo Horizonte do Oeste - RO'}",{'2021': '8125'},Novo Horizonte do Oeste - RO,1100502,8125,-11.681093911098282,-62.08320196617133
"{'id': '1100601', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Cacaulândia - RO'}",{'2021': '6307'},Cacaulândia - RO,1100601,6307,-10.331602810515609,-62.98726128630398
"{'id': '1100700', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Campo Novo de Rondônia - RO'}",{'2021': '14391'},Campo Novo de Rondônia - RO,1100700,14391,-10.484933975187493,-63.79971646599476
"{'id': '1100809', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Candeias do Jamari - RO'}",{'2021': '28068'},Candeias do Jamari - RO,1100809,28068,-8.886993889203508,-63.3256206264707
"{'id': '1100908', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Castanheiras - RO'}",{'2021': '2923'},Castanheiras - RO,1100908,2923,-11.470802261579928,-61.88006979238368
"{'id': '1100924', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Chupinguaia - RO'}",{'2021': '11755'},Chupinguaia - RO,1100924,11755,-12.537328237135995,-60.89838404547186
"{'id': '1100940', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Cujubim - RO'}",{'2021': '27131'},Cujubim - RO,1100940,27131,-9.171093633340757,-62.56533584234015
"{'id': '1101005', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Governador Jorge Teixeira - RO'}",{'2021': '7130'},Governador Jorge Teixeira - RO,1101005,7130,-10.748029345029144,-63.184012138018964
"{'id': '1101104', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Itapuã do Oeste - RO'}",{'2021': '10819'},Itapuã do Oeste - RO,1101104,10819,-9.170209678147105,-63.04494128568463
"{'id': '1101203', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Ministro Andreazza - RO'}",{'2021': '9461'},Ministro Andreazza - RO,1101203,9461,-11.160294268669437,-61.56896916905671
"{'id': '1101302', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Mirante da Serra - RO'}",{'2021': '10691'},Mirante da Serra - RO,1101302,10691,-11.076837840006396,-62.847979331931924
"{'id': '1101401', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Monte Negro - RO'}",{'2021': '16158'},Monte Negro - RO,1101401,16158,-10.210832496075245,-63.372392608163935
"{'id': '1101435', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Nova União - RO'}",{'2021': '6822'},Nova União - RO,1101435,6822,-10.889344285058591,-62.5323571382093
"{'id': '1101450', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Parecis - RO'}",{'2021': '6319'},Parecis - RO,1101450,6319,-12.262326907872207,-61.41538368392302
"{'id': '1101468', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Pimenteiras do Oeste - RO'}",{'2021': '2127'},Pimenteiras do Oeste - RO,1101468,2127,-13.17387596126366,-61.54530688426745
"{'id': '1101476', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Primavera de Rondônia - RO'}",{'2021': '2697'},Primavera de Rondônia - RO,1101476,2697,-11.878685960501015,-61.3153353804454
"{'id': '1101484', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': ""São Felipe D'Oeste - RO""}",{'2021': '4962'},São Felipe D'Oeste - RO,1101484,4962,-11.90496797310065,-61.4670704163671
"{'id': '1101492', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'São Francisco do Guaporé - RO'}",{'2021': '21088'},São Francisco do Guaporé - RO,1101492,21088,-12.368407632647452,-63.12214695381902
"{'id': '1101500', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Seringueiras - RO'}",{'2021': '11846'},Seringueiras - RO,1101500,11846,-11.807217645501053,-63.23069906553022
"{'id': '1101559', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Teixeirópolis - RO'}",{'2021': '4160'},Teixeirópolis - RO,1101559,4160,-10.94345327898465,-62.279771597398344
"{'id': '1101609', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Theobroma - RO'}",{'2021': '10348'},Theobroma - RO,1101609,10348,-10.12176886674631,-62.34250454794528
"{'id': '1101708', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Urupá - RO'}",{'2021': '11081'},Urupá - RO,1101708,11081,-11.103952818163055,-62.42441033780308
"{'id': '1101757', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Vale do Anari - RO'}",{'2021': '11545'},Vale do Anari - RO,1101757,11545,-9.732434292084502,-61.939100669863365
"{'id': '1101807', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Vale do Paraíso - RO'}",{'2021': '6490'},Vale do Paraíso - RO,1101807,6490,-10.384256696760529,-62.094046525011336
"{'id': '1200013', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Acrelândia - AC'}",{'2021': '15721'},Acrelândia - AC,1200013,15721,-9.933934857755926,-66.95016769820481
"{'id': '1200054', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Assis Brasil - AC'}",{'2021': '7649'},Assis Brasil - AC,1200054,7649,-10.779758860044756,-70.00568369859211
"{'id': '1200104', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Brasiléia - AC'}",{'2021': '27123'},Brasiléia - AC,1200104,27123,-10.747373775097047,-69.20747772500796
"{'id': '1200138', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Bujari - AC'}",{'2021': '10572'},Bujari - AC,1200138,10572,-9.614094874074947,-68.1737108690376
"{'id': '1200179', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Capixaba - AC'}",{'2021': '12280'},Capixaba - AC,1200179,12280,-10.474233406905151,-67.83584235796926
"{'id': '1200203', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Cruzeiro do Sul - AC'}",{'2021': '89760'},Cruzeiro do Sul - AC,1200203,89760,-7.971860231000199,-72.75480752763335
"{'id': '1200252', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Epitaciolândia - AC'}",{'2021': '18979'},Epitaciolândia - AC,1200252,18979,-10.889196261055469,-68.61822202793122
"{'id': '1200302', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Feijó - AC'}",{'2021': '34986'},Feijó - AC,1200302,34986,-8.924431928093483,-70.74477077624304
"{'id': '1200328', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Jordão - AC'}",{'2021': '8628'},Jordão - AC,1200328,8628,-9.242653117183274,-71.90611215398401
"{'id': '1200336', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Mâncio Lima - AC'}",{'2021': '19643'},Mâncio Lima - AC,1200336,19643,-7.504429807476787,-73.43909377702676
"{'id': '1200344', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Manoel Urbano - AC'}",{'2021': '9701'},Manoel Urbano - AC,1200344,9701,-9.381104113775699,-69.85377942694122
"{'id': '1200351', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Marechal Thaumaturgo - AC'}",{'2021': '19727'},Marechal Thaumaturgo - AC,1200351,19727,-9.096286440292891,-72.55923165161981
"{'id': '1200385', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Plácido de Castro - AC'}",{'2021': '20147'},Plácido de Castro - AC,1200385,20147,-10.249094024690462,-67.34031893711814
"{'id': '1200393', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Porto Walter - AC'}",{'2021': '12497'},Porto Walter - AC,1200393,12497,-8.491908530544848,-72.73355121052795
"{'id': '1200401', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Rio Branco - AC'}",{'2021': '419452'},Rio Branco - AC,1200401,419452,-10.0661349491695,-68.37106195110408
"{'id': '1200427', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Rodrigues Alves - AC'}",{'2021': '19767'},Rodrigues Alves - AC,1200427,19767,-7.843835282929955,-73.22344787040137
"{'id': '1200435', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Santa Rosa do Purus - AC'}",{'2021': '6893'},Santa Rosa do Purus - AC,1200435,6893,-9.410637702424435,-70.39578415911976
"{'id': '1200450', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Senador Guiomard - AC'}",{'2021': '23446'},Senador Guiomard - AC,1200450,23446,-9.997220896303268,-67.4275936317254
"{'id': '1200500', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Sena Madureira - AC'}",{'2021': '47168'},Sena Madureira - AC,1200500,47168,-9.77142177018263,-69.38179517751136
"{'id': '1200609', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Tarauacá - AC'}",{'2021': '43730'},Tarauacá - AC,1200609,43730,-8.239465958807747,-71.4449915268188
"{'id': '1200708', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Xapuri - AC'}",{'2021': '19866'},Xapuri - AC,1200708,19866,-10.575599433718295,-68.50473327812144
"{'id': '1200807', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Porto Acre - AC'}",{'2021': '19141'},Porto Acre - AC,1200807,19141,-9.629473706304159,-67.69848710619684
"{'id': '1300029', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Alvarães - AM'}",{'2021': '16396'},Alvarães - AM,1300029,16396,-3.694684746675708,-65.32444669841368
"{'id': '1300060', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Amaturá - AM'}",{'2021': '11934'},Amaturá - AM,1300060,11934,-3.418433428321993,-68.28649946987183
"{'id': '1300086', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Anamã - AM'}",{'2021': '14292'},Anamã - AM,1300086,14292,-3.5018567870740607,-61.717987878600916
"{'id': '1300102', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Anori - AM'}",{'2021': '21937'},Anori - AM,1300102,21937,-4.198680214632754,-62.09540948403762
"{'id': '1300144', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Apuí - AM'}",{'2021': '22739'},Apuí - AM,1300144,22739,-7.759951480422888,-59.43210835205913
"{'id': '1300201', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Atalaia do Norte - AM'}",{'2021': '20868'},Atalaia do Norte - AM,1300201,20868,-5.710785341918049,-71.74091112432376
"{'id': '1300300', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Autazes - AM'}",{'2021': '41005'},Autazes - AM,1300300,41005,-3.7872305109996387,-59.52553389665627
"{'id': '1300409', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Barcelos - AM'}",{'2021': '27772'},Barcelos - AM,1300409,27772,-0.4650992193657236,-63.43471763820549
"{'id': '1300508', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Barreirinha - AM'}",{'2021': '32919'},Barreirinha - AM,1300508,32919,-3.12902520639055,-57.17238329795767
"{'id': '1300607', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Benjamin Constant - AM'}",{'2021': '44873'},Benjamin Constant - AM,1300607,44873,-5.425347445134057,-70.2759445128312
"{'id': '1300631', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Beruri - AM'}",{'2021': '20503'},Beruri - AM,1300631,20503,-4.606232873824767,-61.80435256822395
"{'id': '1300680', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Boa Vista do Ramos - AM'}",{'2021': '20040'},Boa Vista do Ramos - AM,1300680,20040,-3.1378109073850426,-57.67010990902191
"{'id': '1300706', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Boca do Acre - AM'}",{'2021': '34958'},Boca do Acre - AM,1300706,34958,-8.773154667669615,-68.04763358775833
"{'id': '1300805', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Borba - AM'}",{'2021': '42328'},Borba - AM,1300805,42328,-4.9576174349861155,-59.53469392843407
"{'id': '1300839', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Caapiranga - AM'}",{'2021': '13482'},Caapiranga - AM,1300839,13482,-3.082018997536048,-61.8777578071592
"{'id': '1300904', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Canutama - AM'}",{'2021': '15981'},Canutama - AM,1300904,15981,-7.300758099954499,-64.06190340932076
"{'id': '1301001', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Carauari - AM'}",{'2021': '28719'},Carauari - AM,1301001,28719,-5.11851648848198,-67.3374716380764
"{'id': '1301100', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Careiro - AM'}",{'2021': '38820'},Careiro - AM,1301100,38820,-3.770484298743962,-60.18327327093985
"{'id': '1301159', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Careiro da Várzea - AM'}",{'2021': '31459'},Careiro da Várzea - AM,1301159,31459,-3.2860120498465175,-59.59867699611914
"{'id': '1301209', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Coari - AM'}",{'2021': '86713'},Coari - AM,1301209,86713,-4.436351417343804,-64.12531064640508
"{'id': '1301308', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Codajás - AM'}",{'2021': '29691'},Codajás - AM,1301308,29691,-3.2889719656745537,-62.97331502440762
"{'id': '1301407', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Eirunepé - AM'}",{'2021': '36121'},Eirunepé - AM,1301407,36121,-7.021998047216979,-70.21824815279244
"{'id': '1301506', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Envira - AM'}",{'2021': '20748'},Envira - AM,1301506,20748,-7.573304190469436,-70.05508588916071
"{'id': '1301605', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Fonte Boa - AM'}",{'2021': '16409'},Fonte Boa - AM,1301605,16409,-2.4909855406731443,-66.3579242147065
"{'id': '1301654', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Guajará - AM'}",{'2021': '17193'},Guajará - AM,1301654,17193,-7.229780929524515,-72.84458794980841
"{'id': '1301704', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Humaitá - AM'}",{'2021': '57195'},Humaitá - AM,1301704,57195,-7.36121752764476,-62.48643557568531
"{'id': '1301803', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Ipixuna - AM'}",{'2021': '31172'},Ipixuna - AM,1301803,31172,-7.1805115792357395,-71.41286686774374
"{'id': '1301852', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Iranduba - AM'}",{'2021': '49718'},Iranduba - AM,1301852,49718,-3.095218725331638,-60.4796872188968
"{'id': '1301902', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Itacoatiara - AM'}",{'2021': '104046'},Itacoatiara - AM,1301902,104046,-3.174123473243175,-58.77534279766608
"{'id': '1301951', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Itamarati - AM'}",{'2021': '7777'},Itamarati - AM,1301951,7777,-6.6828222402271,-68.11284121510297
"{'id': '1302009', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Itapiranga - AM'}",{'2021': '9312'},Itapiranga - AM,1302009,9312,-2.4972374433043902,-58.61326833892238
"{'id': '1302108', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Japurá - AM'}",{'2021': '1755'},Japurá - AM,1302108,1755,-1.6970807098089586,-68.32111769599372
"{'id': '1302207', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Juruá - AM'}",{'2021': '15495'},Juruá - AM,1302207,15495,-3.524464207475711,-66.30779918675339
"{'id': '1302306', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Jutaí - AM'}",{'2021': '13462'},Jutaí - AM,1302306,13462,-4.7152908524276285,-68.40630448524192
"{'id': '1302405', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Lábrea - AM'}",{'2021': '47685'},Lábrea - AM,1302405,47685,-8.375601480388989,-65.81166286106033
"{'id': '1302504', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Manacapuru - AM'}",{'2021': '99613'},Manacapuru - AM,1302504,99613,-3.2915381685717264,-60.9587578018521
"{'id': '1302553', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Manaquiri - AM'}",{'2021': '33981'},Manaquiri - AM,1302553,33981,-3.7790507406852427,-60.697266062493185
"{'id': '1302603', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Manaus - AM'}",{'2021': '2255903'},Manaus - AM,1302603,2255903,-2.625919382624245,-60.25962801421486
"{'id': '1302702', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Manicoré - AM'}",{'2021': '57405'},Manicoré - AM,1302702,57405,-6.459960113056875,-61.44677326569856
"{'id': '1302801', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Maraã - AM'}",{'2021': '18298'},Maraã - AM,1302801,18298,-2.4268286433243027,-65.03955122909346
"{'id': '1302900', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Maués - AM'}",{'2021': '66159'},Maués - AM,1302900,66159,-4.984780950208547,-58.060922849253835
"{'id': '1303007', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Nhamundá - AM'}",{'2021': '21710'},Nhamundá - AM,1303007,21710,-1.6805857923075784,-57.65624541348651
"{'id': '1303106', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Nova Olinda do Norte - AM'}",{'2021': '38665'},Nova Olinda do Norte - AM,1303106,38665,-3.9895028216511568,-58.59976987094208
"{'id': '1303205', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Novo Airão - AM'}",{'2021': '20395'},Novo Airão - AM,1303205,20395,-2.048245987590205,-61.70342029444874
"{'id': '1303304', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Novo Aripuanã - AM'}",{'2021': '26443'},Novo Aripuanã - AM,1303304,26443,-6.824012901575674,-60.47715479948319
"{'id': '1303403', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Parintins - AM'}",{'2021': '116439'},Parintins - AM,1303403,116439,-2.688097965999019,-56.85464486626843
"{'id': '1303502', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Pauini - AM'}",{'2021': '19616'},Pauini - AM,1303502,19616,-7.757805439776877,-68.19714094780021
"{'id': '1303536', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Presidente Figueiredo - AM'}",{'2021': '38095'},Presidente Figueiredo - AM,1303536,38095,-1.3709195820204636,-59.989552767548574
"{'id': '1303569', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Rio Preto da Eva - AM'}",{'2021': '34856'},Rio Preto da Eva - AM,1303569,34856,-2.5298229254857656,-59.638380419871794
"{'id': '1303601', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Santa Isabel do Rio Negro - AM'}",{'2021': '26566'},Santa Isabel do Rio Negro - AM,1303601,26566,-0.31836399969908946,-65.52132858040412
"{'id': '1303700', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Santo Antônio do Içá - AM'}",{'2021': '20889'},Santo Antônio do Içá - AM,1303700,20889,-3.052907718943958,-69.0893525802269
"{'id': '1303809', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'São Gabriel da Cachoeira - AM'}",{'2021': '47031'},São Gabriel da Cachoeira - AM,1303809,47031,0.3744770705477498,-67.99706248616077
"{'id': '1303908', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'São Paulo de Olivença - AM'}",{'2021': '40837'},São Paulo de Olivença - AM,1303908,40837,-4.501436484946642,-69.45111858637381
"{'id': '1303957', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'São Sebastião do Uatumã - AM'}",{'2021': '14678'},São Sebastião do Uatumã - AM,1303957,14678,-1.9417623500804226,-58.70526097875074
"{'id': '1304005', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Silves - AM'}",{'2021': '9289'},Silves - AM,1304005,9289,-2.820549321231465,-58.537087354832906
"{'id': '1304062', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Tabatinga - AM'}",{'2021': '68502'},Tabatinga - AM,1304062,68502,-4.028249697324346,-69.67762502510641
"{'id': '1304104', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Tapauá - AM'}",{'2021': '16876'},Tapauá - AM,1304104,16876,-6.093701966659891,-64.95579642177157
"{'id': '1304203', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Tefé - AM'}",{'2021': '59250'},Tefé - AM,1304203,59250,-4.470110667399924,-65.53153604445829
"{'id': '1304237', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Tonantins - AM'}",{'2021': '19038'},Tonantins - AM,1304237,19038,-2.6918091718556303,-67.82604943350061
"{'id': '1304260', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Uarini - AM'}",{'2021': '13839'},Uarini - AM,1304260,13839,-3.165655863541736,-65.41078966382038
"{'id': '1304302', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Urucará - AM'}",{'2021': '16007'},Urucará - AM,1304302,16007,-0.8943904083275621,-59.02958765220062
