localidade,serie,nome,id,populacao,latitude,longitude
"{'id': '1507706', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'São Sebastião da Boa Vista - PA'}",{'2021': '27302'},São Sebastião da Boa Vista - PA,1507706,27302,-1.4341182751810588,-49.68028251084543
"{'id': '1507755', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Sapucaia - PA'}",{'2021': '6088'},Sapucaia - PA,1507755,6088,-6.838887423605582,-49.56976977554398
"{'id': '1507805', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Senador José Porfírio - PA'}",{'2021': '11305'},Senador José Porfírio - PA,1507805,11305,-4.169711317394264,-51.77384897188674
"{'id': '1507904', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Soure - PA'}",{'2021': '25752'},Soure - PA,1507904,25752,-0.44791776123079685,-48.69775105842762
"{'id': '1507953', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Tailândia - PA'}",{'2021': '111554'},Tailândia - PA,1507953,111554,-2.907818873801348,-48.73670062203789
"{'id': '1507961', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Terra Alta - PA'}",{'2021': '11971'},Terra Alta - PA,1507961,11971,-1.0025930980623123,-47.84829433917065
"{'id': '1507979', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Terra Santa - PA'}",{'2021': '19063'},Terra Santa - PA,1507979,19063,-1.9515034933679904,-56.45842413558797
"{'id': '1508001', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Tomé-Açu - PA'}",{'2021': '64604'},Tomé-Açu - PA,1508001,64604,-2.6361258738909705,-48.26762547908974
"{'id': '1508035', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Tracuateua - PA'}",{'2021': '31549'},Tracuateua - PA,1508035,31549,-1.0409665225389118,-46.93897740442958
"{'id': '1508050', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Trairão - PA'}",{'2021': '19344'},Trairão - PA,1508050,19344,-5.1302251262630065,-56.00346707786233
"{'id': '1508084', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Tucumã - PA'}",{'2021': '40661'},Tucumã - PA,1508084,40661,-6.8201962091456725,-51.391385730491294
"{'id': '1508100', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Tucuruí - PA'}",{'2021': '116605'},Tucuruí - PA,1508100,116605,-3.856279248784035,-49.82113441148198
"{'id': '1508126', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Ulianópolis - PA'}",{'2021': '62286'},Ulianópolis - PA,1508126,62286,-3.8098398404439933,-47.493609105567046
"{'id': '1508159', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Uruará - PA'}",{'2021': '45395'},Uruará - PA,1508159,45395,-3.5836161442963963,-53.80733609853155
"{'id': '1508209', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Vigia - PA'}",{'2021': '54650'},Vigia - PA,1508209,54650,-0.9334154726478573,-48.10492930019123
"{'id': '1508308', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Viseu - PA'}",{'2021': '62093'},Viseu - PA,1508308,62093,-1.523162952231456,-46.45303261310192
"{'id': '1508357', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Vitória do Xingu - PA'}",{'2021': '15421'},Vitória do Xingu - PA,1508357,15421,-3.135268237006394,-51.97397424325791
"{'id': '1508407', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Xinguara - PA'}",{'2021': '45416'},Xinguara - PA,1508407,45416,-6.917778412704089,-49.63526941268127
"{'id': '1600055', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Serra do Navio - AP'}",{'2021': '5577'},Serra do Navio - AP,1600055,5577,1.6517476484828113,-52.26813879766611
"{'id': '1600105', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Amapá - AP'}",{'2021': '9265'},Amapá - AP,1600105,9265,1.7467613705106457,-50.59258334776692
"{'id': '1600154', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Pedra Branca do Amapari - AP'}",{'2021': '17625'},Pedra Branca do Amapari - AP,1600154,17625,1.1576144478105497,-52.51956450283772
"{'id': '1600204', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Calçoene - AP'}",{'2021': '11493'},Calçoene - AP,1600204,11493,2.4238439733124264,-51.40664792035268
"{'id': '1600212', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Cutias - AP'}",{'2021': '6217'},Cutias - AP,1600212,6217,1.0355740398506212,-50.487077124712364
"{'id': '1600238', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Ferreira Gomes - AP'}",{'2021': '8151'},Ferreira Gomes - AP,1600238,8151,0.9571043297200807,-51.41735136182921
"{'id': '1600253', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Itaubal - AP'}",{'2021': '5730'},Itaubal - AP,1600253,5730,0.5383879792706833,-50.640251073482446
"{'id': '1600279', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Laranjal do Jari - AP'}",{'2021': '52302'},Laranjal do Jari - AP,1600279,52302,1.1013635533568442,-53.310545943119436
"{'id': '1600303', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Macapá - AP'}",{'2021': '522357'},Macapá - AP,1600303,522357,0.5627532024952195,-50.69178036166325
"{'id': '1600402', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Mazagão - AP'}",{'2021': '22468'},Mazagão - AP,1600402,22468,-0.06683662406777587,-51.9511933351033
"{'id': '1600501', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Oiapoque - AP'}",{'2021': '28534'},Oiapoque - AP,1600501,28534,3.111807840169292,-51.89869074727469
"{'id': '1600535', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Porto Grande - AP'}",{'2021': '22927'},Porto Grande - AP,1600535,22927,0.5856284403030857,-51.66998321435297
"{'id': '1600550', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Pracuúba - AP'}",{'2021': '5370'},Pracuúba - AP,1600550,5370,1.6258149089198077,-51.27852951539576
"{'id': '1600600', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Santana - AP'}",{'2021': '124808'},Santana - AP,1600600,124808,0.12980646444140073,-51.37836544381693
"{'id': '1600709', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Tartarugalzinho - AP'}",{'2021': '18217'},Tartarugalzinho - AP,1600709,18217,1.2975771019738662,-50.992615555636185
"{'id': '1600808', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Vitória do Jari - AP'}",{'2021': '16572'},Vitória do Jari - AP,1600808,16572,-0.9964423224329968,-52.06117847479419
"{'id': '1700251', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Abreulândia - TO'}",{'2021': '2609'},Abreulândia - TO,1700251,2609,-9.478807702153293,-49.311253146922084
"{'id': '1700301', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Aguiarnópolis - TO'}",{'2021': '7049'},Aguiarnópolis - TO,1700301,7049,-6.488578774519731,-47.51337205459204
"{'id': '1700350', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Aliança do Tocantins - TO'}",{'2021': '5303'},Aliança do Tocantins - TO,1700350,5303,-11.331182681439921,-48.90829469244605
"{'id': '1700400', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Almas - TO'}",{'2021': '6905'},Almas - TO,1700400,6905,-11.42950523430038,-47.21101897511941
"{'id': '1700707', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Alvorada - TO'}",{'2021': '8381'},Alvorada - TO,1700707,8381,-12.407495758166869,-49.11179392867557
"{'id': '1701002', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Ananás - TO'}",{'2021': '9435'},Ananás - TO,1701002,9435,-6.2326785342084765,-48.186638348591046
"{'id': '1701051', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Angico - TO'}",{'2021': '3475'},Angico - TO,1701051,3475,-6.435793948882709,-47.91316489019324
"{'id': '1701101', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Aparecida do Rio Negro - TO'}",{'2021': '4901'},Aparecida do Rio Negro - TO,1701101,4901,-9.986598001663888,-48.00004030569323
"{'id': '1701309', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Aragominas - TO'}",{'2021': '5705'},Aragominas - TO,1701309,5705,-6.945523746672194,-48.63233014766392
"{'id': '1701903', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Araguacema - TO'}",{'2021': '7223'},Araguacema - TO,1701903,7223,-8.939098762799302,-49.505539985809236
"{'id': '1702000', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Araguaçu - TO'}",{'2021': '8418'},Araguaçu - TO,1702000,8418,-12.839858469446364,-49.69635389133044
"{'id': '1702109', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Araguaína - TO'}",{'2021': '186245'},Araguaína - TO,1702109,186245,-7.331298748626634,-48.58780157697001
"{'id': '1702158', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Araguanã - TO'}",{'2021': '5856'},Araguanã - TO,1702158,5856,-6.790970407028426,-48.524540830993324
"{'id': '1702208', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Araguatins - TO'}",{'2021': '36573'},Araguatins - TO,1702208,36573,-5.6658405031637695,-48.104821796494676
"{'id': '1702307', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Arapoema - TO'}",{'2021': '6590'},Arapoema - TO,1702307,6590,-7.723417227018497,-48.99983005954322
"{'id': '1702406', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Arraias - TO'}",{'2021': '10502'},Arraias - TO,1702406,10502,-12.817192627691439,-47.04777446350414
"{'id': '1702554', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Augustinópolis - TO'}",{'2021': '18870'},Augustinópolis - TO,1702554,18870,-5.497817642692823,-47.92815452293681
"{'id': '1702703', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Aurora do Tocantins - TO'}",{'2021': '3809'},Aurora do Tocantins - TO,1702703,3809,-12.646636224733689,-46.43288116723269
"{'id': '1702901', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Axixá do Tocantins - TO'}",{'2021': '9817'},Axixá do Tocantins - TO,1702901,9817,-5.649398421114453,-47.7661086195837
"{'id': '1703008', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Babaçulândia - TO'}",{'2021': '10668'},Babaçulândia - TO,1703008,10668,-7.174540673319123,-47.856837156958406
"{'id': '1703057', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Bandeirantes do Tocantins - TO'}",{'2021': '3631'},Bandeirantes do Tocantins - TO,1703057,3631,-7.903014329410436,-48.67554442659528
"{'id': '1703073', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Barra do Ouro - TO'}",{'2021': '4673'},Barra do Ouro - TO,1703073,4673,-7.717768856334563,-47.57860790348235
"{'id': '1703107', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Barrolândia - TO'}",{'2021': '5669'},Barrolândia - TO,1703107,5669,-9.865780968719207,-48.791190081456264
"{'id': '1703206', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Bernardo Sayão - TO'}",{'2021': '4439'},Bernardo Sayão - TO,1703206,4439,-7.9834752160858535,-48.969116751883
"{'id': '1703305', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Bom Jesus do Tocantins - TO'}",{'2021': '5120'},Bom Jesus do Tocantins - TO,1703305,5120,-9.01240658079021,-47.879220056583364
"{'id': '1703602', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Brasilândia do Tocantins - TO'}",{'2021': '2221'},Brasilândia do Tocantins - TO,1703602,2221,-8.28990228102794,-48.44279292704221
"{'id': '1703701', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Brejinho de Nazaré - TO'}",{'2021': '5540'},Brejinho de Nazaré - TO,1703701,5540,-11.029270783893473,-48.624126778670316
"{'id': '1703800', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Buriti do Tocantins - TO'}",{'2021': '11644'},Buriti do Tocantins - TO,1703800,11644,-5.337668758622305,-48.136313982056684
"{'id': '1703826', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Cachoeirinha - TO'}",{'2021': '2293'},Cachoeirinha - TO,1703826,2293,-6.090008622852329,-47.84133599817008
"{'id': '1703842', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Campos Lindos - TO'}",{'2021': '10505'},Campos Lindos - TO,1703842,10505,-8.203799018465821,-46.80458426754761
"{'id': '1703867', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Cariri do Tocantins - TO'}",{'2021': '4499'},Cariri do Tocantins - TO,1703867,4499,-11.933027597103804,-49.20277777573632
"{'id': '1703883', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Carmolândia - TO'}",{'2021': '2627'},Carmolândia - TO,1703883,2627,-7.045120554994545,-48.37454302592423
"{'id': '1703891', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Carrasco Bonito - TO'}",{'2021': '4165'},Carrasco Bonito - TO,1703891,4165,-5.3371728003066305,-48.00992544909488
"{'id': '1703909', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Caseara - TO'}",{'2021': '5514'},Caseara - TO,1703909,5514,-9.40166835762582,-49.84857196985468
"{'id': '1704105', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Centenário - TO'}",{'2021': '2966'},Centenário - TO,1704105,2966,-9.073795005075475,-47.44478222207858
"{'id': '1704600', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Chapada de Areia - TO'}",{'2021': '1415'},Chapada de Areia - TO,1704600,1415,-10.165712802015344,-49.19567143906409
"{'id': '1705102', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Chapada da Natividade - TO'}",{'2021': '3330'},Chapada da Natividade - TO,1705102,3330,-11.54106994643704,-47.846441599064306
"{'id': '1705508', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Colinas do Tocantins - TO'}",{'2021': '36271'},Colinas do Tocantins - TO,1705508,36271,-8.076435621588352,-48.53011530529804
"{'id': '1705557', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Combinado - TO'}",{'2021': '4870'},Combinado - TO,1705557,4870,-12.846283007198494,-46.503748645466295
"{'id': '1705607', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Conceição do Tocantins - TO'}",{'2021': '4070'},Conceição do Tocantins - TO,1705607,4070,-12.171034229773795,-47.303673493536046
"{'id': '1706001', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Couto Magalhães - TO'}",{'2021': '5690'},Couto Magalhães - TO,1706001,5690,-8.436744561910858,-49.16244724724822
"{'id': '1706100', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Cristalândia - TO'}",{'2021': '7268'},Cristalândia - TO,1706100,7268,-10.636381779338858,-49.31240845031187
"{'id': '1706258', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Crixás do Tocantins - TO'}",{'2021': '1749'},Crixás do Tocantins - TO,1706258,1749,-11.171861793640304,-49.07274689998786
"{'id': '1706506', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Darcinópolis - TO'}",{'2021': '6250'},Darcinópolis - TO,1706506,6250,-6.763412860814327,-47.76787751124273
"{'id': '1707009', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Dianópolis - TO'}",{'2021': '22704'},Dianópolis - TO,1707009,22704,-11.694803426672836,-46.795750626481386
"{'id': '1707108', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Divinópolis do Tocantins - TO'}",{'2021': '6986'},Divinópolis do Tocantins - TO,1707108,6986,-9.695133727659039,-49.35475400330351
"{'id': '1707207', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Dois Irmãos do Tocantins - TO'}",{'2021': '7173'},Dois Irmãos do Tocantins - TO,1707207,7173,-9.270936776626254,-49.06693250626084
"{'id': '1707306', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Dueré - TO'}",{'2021': '4686'},Dueré - TO,1707306,4686,-11.427228265110692,-49.391276558733075
"{'id': '1707405', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Esperantina - TO'}",{'2021': '11280'},Esperantina - TO,1707405,11280,-5.326292134677705,-48.54031920003269
"{'id': '1707553', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Fátima - TO'}",{'2021': '3824'},Fátima - TO,1707553,3824,-10.809757402052087,-48.87232658490942
"{'id': '1707652', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Figueirópolis - TO'}",{'2021': '5222'},Figueirópolis - TO,1707652,5222,-12.263470563509388,-49.28279236445246
"{'id': '1707702', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Filadélfia - TO'}",{'2021': '8892'},Filadélfia - TO,1707702,8892,-7.496680435667137,-47.79374794366989
"{'id': '1708205', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Formoso do Araguaia - TO'}",{'2021': '18358'},Formoso do Araguaia - TO,1708205,18358,-11.958272717887077,-50.098090648688036
"{'id': '1708254', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Tabocão - TO'}",{'2021': '2615'},Tabocão - TO,1708254,2615,-9.071431543205989,-48.54602483262309
"{'id': '1708304', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Goianorte - TO'}",{'2021': '5136'},Goianorte - TO,1708304,5136,-8.873203967594774,-49.01119427350105
"{'id': '1709005', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Goiatins - TO'}",{'2021': '13169'},Goiatins - TO,1709005,13169,-8.09416109086442,-47.48153445586912
"{'id': '1709302', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Guaraí - TO'}",{'2021': '26403'},Guaraí - TO,1709302,26403,-8.730118690602756,-48.42505082241387
"{'id': '1709500', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Gurupi - TO'}",{'2021': '88428'},Gurupi - TO,1709500,88428,-11.651597030800971,-48.88735747449927
"{'id': '1709807', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Ipueiras - TO'}",{'2021': '2088'},Ipueiras - TO,1709807,2088,-11.13508239438411,-48.40352242952306
"{'id': '1710508', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Itacajá - TO'}",{'2021': '7471'},Itacajá - TO,1710508,7471,-8.571533097693953,-47.66931771328028
"{'id': '1710706', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Itaguatins - TO'}",{'2021': '5801'},Itaguatins - TO,1710706,5801,-5.802727673041107,-47.59507331662749
"{'id': '1710904', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Itapiratins - TO'}",{'2021': '3814'},Itapiratins - TO,1710904,3814,-8.316305488315866,-48.033317713228314
"{'id': '1711100', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Itaporã do Tocantins - TO'}",{'2021': '2412'},Itaporã do Tocantins - TO,1711100,2412,-8.45120848183166,-48.752608116449785
"{'id': '1711506', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Jaú do Tocantins - TO'}",{'2021': '3906'},Jaú do Tocantins - TO,1711506,3906,-12.747736931185388,-48.64548505099375
"{'id': '1711803', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Juarina - TO'}",{'2021': '2174'},Juarina - TO,1711803,2174,-8.14080766135638,-49.11033284006385
"{'id': '1711902', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Lagoa da Confusão - TO'}",{'2021': '13989'},Lagoa da Confusão - TO,1711902,13989,-11.034998826430746,-50.16072229243238
"{'id': '1711951', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Lagoa do Tocantins - TO'}",{'2021': '4470'},Lagoa do Tocantins - TO,1711951,4470,-10.341862579124275,-47.48114441098065
"{'id': '1712009', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Lajeado - TO'}",{'2021': '3199'},Lajeado - TO,1712009,3199,-9.850561800919785,-48.290952259834334
"{'id': '1712157', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Lavandeira - TO'}",{'2021': '1984'},Lavandeira - TO,1712157,1984,-12.812627349405567,-46.41045503790207
"{'id': '1712405', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Lizarda - TO'}",{'2021': '3727'},Lizarda - TO,1712405,3727,-9.52482572729144,-46.93895289263327
"{'id': '1712454', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Luzinópolis - TO'}",{'2021': '3200'},Luzinópolis - TO,1712454,3200,-6.206019343483163,-47.830742167755766
"{'id': '1712504', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Marianópolis do Tocantins - TO'}",{'2021': '5332'},Marianópolis do Tocantins - TO,1712504,5332,-9.787577535248527,-49.70003950466349
"{'id': '1712702', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Mateiros - TO'}",{'2021': '2773'},Mateiros - TO,1712702,2773,-10.583008014818716,-46.50260695364466
"{'id': '1712801', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Maurilândia do Tocantins - TO'}",{'2021': '3470'},Maurilândia do Tocantins - TO,1712801,3470,-6.023178210539017,-47.58994389693198
"{'id': '1713205', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Miracema do Tocantins - TO'}",{'2021': '17628'},Miracema do Tocantins - TO,1713205,17628,-9.754160546568045,-48.5514678932387
"{'id': '1713304', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Miranorte - TO'}",{'2021': '13551'},Miranorte - TO,1713304,13551,-9.416342736806076,-48.683762255669656
"{'id': '1713601', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Monte do Carmo - TO'}",{'2021': '8182'},Monte do Carmo - TO,1713601,8182,-10.74761965628364,-48.017213141817734
"{'id': '1713700', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Monte Santo do Tocantins - TO'}",{'2021': '2311'},Monte Santo do Tocantins - TO,1713700,2311,-9.999481797685192,-49.067282821374306
"{'id': '1713809', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Palmeiras do Tocantins - TO'}",{'2021': '6830'},Palmeiras do Tocantins - TO,1713809,6830,-6.600231020388121,-47.64269132587604
"{'id': '1713957', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Muricilândia - TO'}",{'2021': '3623'},Muricilândia - TO,1713957,3623,-7.003342907348368,-48.78650624377801
"{'id': '1714203', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Natividade - TO'}",{'2021': '9256'},Natividade - TO,1714203,9256,-11.79831350929676,-47.64882612504653
"{'id': '1714302', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Nazaré - TO'}",{'2021': '3772'},Nazaré - TO,1714302,3772,-6.330341733305119,-47.78145161216464
"{'id': '1714880', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Nova Olinda - TO'}",{'2021': '12014'},Nova Olinda - TO,1714880,12014,-7.637885488134989,-48.36074525503995
"{'id': '1715002', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Nova Rosalândia - TO'}",{'2021': '4348'},Nova Rosalândia - TO,1715002,4348,-10.550012314824045,-48.97333177257503
"{'id': '1715101', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Novo Acordo - TO'}",{'2021': '4450'},Novo Acordo - TO,1715101,4450,-10.154976328542102,-47.38300810959885
"{'id': '1715150', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Novo Alegre - TO'}",{'2021': '2332'},Novo Alegre - TO,1715150,2332,-12.914262173094933,-46.55962872561788
"{'id': '1715259', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Novo Jardim - TO'}",{'2021': '2768'},Novo Jardim - TO,1715259,2768,-11.779014518254163,-46.57036076572081
"{'id': '1715507', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Oliveira de Fátima - TO'}",{'2021': '1124'},Oliveira de Fátima - TO,1715507,1124,-10.674488006463713,-48.87580534538399
"{'id': '1715705', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Palmeirante - TO'}",{'2021': '6234'},Palmeirante - TO,1715705,6234,-7.885946595190924,-48.15628252607694
"{'id': '1715754', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Palmeirópolis - TO'}",{'2021': '7694'},Palmeirópolis - TO,1715754,7694,-13.019790564345103,-48.348773685500746
"{'id': '1716109', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Paraíso do Tocantins - TO'}",{'2021': '52521'},Paraíso do Tocantins - TO,1716109,52521,-10.218217490823143,-48.82726529448598
"{'id': '1716208', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Paranã - TO'}",{'2021': '10426'},Paranã - TO,1716208,10426,-12.6964933276617,-47.813474281994935
"{'id': '1716307', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': ""Pau D'Arco - TO""}",{'2021': '4885'},Pau D'Arco - TO,1716307,4885,-7.544930438111182,-48.98835521775961
"{'id': '1716505', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Pedro Afonso - TO'}",{'2021': '13964'},Pedro Afonso - TO,1716505,13964,-9.226903885587015,-48.03421124380884
"{'id': '1716604', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Peixe - TO'}",{'2021': '11996'},Peixe - TO,1716604,11996,-11.996761877757775,-48.555219095639174
"{'id': '1716653', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Pequizeiro - TO'}",{'2021': '5546'},Pequizeiro - TO,1716653,5546,-8.379808421554555,-48.91715828602237
"{'id': '1716703', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Colméia - TO'}",{'2021': '8078'},Colméia - TO,1716703,8078,-8.837426591532827,-48.748640614738726
"{'id': '1717008', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Pindorama do Tocantins - TO'}",{'2021': '4414'},Pindorama do Tocantins - TO,1717008,4414,-11.159714214345504,-47.55885220675224
"{'id': '1717206', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Piraquê - TO'}",{'2021': '3038'},Piraquê - TO,1717206,3038,-6.738636098994669,-48.23944884485265
"{'id': '1717503', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Pium - TO'}",{'2021': '7830'},Pium - TO,1717503,7830,-10.209534424814171,-49.8718874023661
"{'id': '1717800', 'nivel': {'id': 'N6', 'nome': 'Município'}, 'nome': 'Ponte Alta do Bom Jesus - TO'}",{'2021': '4586'},Ponte Alta do Bom Jesus - TO,1717800,4586,-12.05758496749055,-46.59327543430354
